[2025-07-02 13:14:46] Key: 3 | CPU: 0.0% | RAM: 87.2% | Disk: 59077925888 | Net: (25666232, 143239374) | Procs: 214
[2025-07-03 17:08:05] Key: 7 | CPU: 6.3% | RAM: 91.9% | Disk: 37791318528 | Net: (50931833, 269086113) | Procs: 217
[2025-07-03 17:08:06] Key: K | CPU: 5.0% | RAM: 92.0% | Disk: 37791318528 | Net: (50931833, 269086113) | Procs: 217
[2025-07-03 17:08:06] Key: B | CPU: 11.2% | RAM: 92.0% | Disk: 37791539712 | Net: (50931833, 269086175) | Procs: 217
[2025-07-03 17:08:06] Key: g | CPU: 4.2% | RAM: 92.0% | Disk: 37791695360 | Net: (50931833, 269086175) | Procs: 217
[2025-07-03 17:08:07] Key: o | CPU: 5.9% | RAM: 92.0% | Disk: 37791695360 | Net: (50931888, 269086241) | Procs: 217
[2025-07-03 17:08:07] Key: M | CPU: 6.4% | RAM: 92.0% | Disk: 37791695360 | Net: (50931888, 269086295) | Procs: 217
[2025-07-03 17:08:07] Key: l | CPU: 5.9% | RAM: 92.0% | Disk: 37791740928 | Net: (50931943, 269086361) | Procs: 217
[2025-07-03 17:08:08] Key: t | CPU: 5.6% | RAM: 92.0% | Disk: 37791740928 | Net: (50931943, 269086361) | Procs: 217
[2025-07-03 17:08:08] Key: P | CPU: 7.1% | RAM: 92.0% | Disk: 37791740928 | Net: (50931943, 269086361) | Procs: 217
[2025-07-03 17:08:08] Key: G | CPU: 5.9% | RAM: 92.0% | Disk: 37791740928 | Net: (50931943, 269086361) | Procs: 217
[2025-07-03 17:08:09] Key: L | CPU: 6.1% | RAM: 92.0% | Disk: 37791740928 | Net: (50931943, 269086423) | Procs: 217
[2025-07-03 17:08:09] Key: T | CPU: 4.2% | RAM: 92.0% | Disk: 37791782912 | Net: (50931943, 269086423) | Procs: 217
[2025-07-03 17:08:09] Key: N | CPU: 3.0% | RAM: 92.0% | Disk: 37791782912 | Net: (50931943, 269086423) | Procs: 217
[2025-07-03 17:08:10] Key: K | CPU: 2.4% | RAM: 90.6% | Disk: 37791782912 | Net: (50931943, 269086423) | Procs: 215
[2025-07-03 17:08:10] Key: 4 | CPU: 5.3% | RAM: 90.6% | Disk: 37791782912 | Net: (50931943, 269086423) | Procs: 215
[2025-07-03 17:08:10] Key: 0 | CPU: 4.2% | RAM: 90.8% | Disk: 37791829504 | Net: (50931943, 269086423) | Procs: 215
[2025-07-03 17:08:11] Key: 8 | CPU: 8.2% | RAM: 90.6% | Disk: 37791829504 | Net: (50931943, 269086423) | Procs: 215
[2025-07-03 17:08:11] Key: n | CPU: 6.5% | RAM: 90.6% | Disk: 37791829504 | Net: (50931943, 269086423) | Procs: 215
[2025-07-03 17:08:11] Key: a | CPU: 6.0% | RAM: 89.1% | Disk: 37921820160 | Net: (50931943, 269086477) | Procs: 215
[2025-07-03 17:08:12] Key: V | CPU: 2.5% | RAM: 88.4% | Disk: 37970032128 | Net: (50931943, 269086759) | Procs: 215
[2025-07-03 17:08:12] Key: B | CPU: 8.3% | RAM: 88.4% | Disk: 37970032128 | Net: (50931943, 269086819) | Procs: 215
[2025-07-03 17:08:12] Key: o | CPU: 6.5% | RAM: 88.5% | Disk: 37970032128 | Net: (50931943, 269086819) | Procs: 215
[2025-07-03 17:08:13] Key: 6 | CPU: 7.9% | RAM: 88.4% | Disk: 37970032128 | Net: (50931943, 269087039) | Procs: 215
[2025-07-03 17:08:13] Key: E | CPU: 3.9% | RAM: 88.4% | Disk: 37970034688 | Net: (50939809, 269104592) | Procs: 215
[2025-07-03 17:08:13] Key: o | CPU: 18.3% | RAM: 88.4% | Disk: 37970034688 | Net: (50939809, 269104774) | Procs: 215
[2025-07-03 17:08:14] Key: Y | CPU: 5.1% | RAM: 88.4% | Disk: 37970034688 | Net: (50939809, 269104834) | Procs: 215
[2025-07-03 17:08:14] Key: h | CPU: 4.3% | RAM: 88.4% | Disk: 37970034688 | Net: (50939863, 269105048) | Procs: 215
[2025-07-03 17:08:14] Key: M | CPU: 7.6% | RAM: 88.4% | Disk: 37970054144 | Net: (50939863, 269105102) | Procs: 215
[2025-07-03 17:08:15] Key: q | CPU: 7.6% | RAM: 88.4% | Disk: 37970054144 | Net: (50939863, 269105102) | Procs: 215
[2025-07-03 17:08:15] Key: L | CPU: 5.9% | RAM: 88.4% | Disk: 37970054144 | Net: (50939863, 269105102) | Procs: 215
[2025-07-03 17:08:15] Key: V | CPU: 3.6% | RAM: 88.4% | Disk: 37970054144 | Net: (50939863, 269105156) | Procs: 215
[2025-07-03 17:08:16] Key: F | CPU: 8.9% | RAM: 88.1% | Disk: 37970054144 | Net: (50939863, 269105498) | Procs: 215
[2025-07-03 17:08:16] Key: c | CPU: 6.5% | RAM: 88.1% | Disk: 37970057728 | Net: (50939863, 269105560) | Procs: 215
[2025-07-03 17:08:16] Key: M | CPU: 6.7% | RAM: 88.1% | Disk: 37970151936 | Net: (50939863, 269105560) | Procs: 215
[2025-07-03 17:08:17] Key: 3 | CPU: 8.0% | RAM: 88.2% | Disk: 37970151936 | Net: (50939863, 269105560) | Procs: 215
[2025-07-03 17:08:17] Key: J | CPU: 2.3% | RAM: 88.2% | Disk: 37970151936 | Net: (50939863, 269105614) | Procs: 215
[2025-07-03 17:08:17] Key: 5 | CPU: 4.7% | RAM: 88.2% | Disk: 37970160128 | Net: (50939918, 269105680) | Procs: 215
[2025-07-03 17:08:18] Key: r | CPU: 8.9% | RAM: 88.3% | Disk: 37970160128 | Net: (50939918, 269105680) | Procs: 215
[2025-07-03 17:08:18] Key: I | CPU: 12.0% | RAM: 88.1% | Disk: 37970160128 | Net: (50939918, 269105680) | Procs: 215
[2025-07-03 17:08:18] Key: r | CPU: 6.5% | RAM: 88.2% | Disk: 37970160128 | Net: (50939918, 269105734) | Procs: 215
[2025-07-03 17:08:19] Key: z | CPU: 7.4% | RAM: 88.3% | Disk: 37970940416 | Net: (50939918, 269105734) | Procs: 215
[2025-07-03 17:08:19] Key: d | CPU: 8.4% | RAM: 88.3% | Disk: 37970940416 | Net: (50939918, 269105734) | Procs: 215
[2025-07-03 17:08:19] Key: Z | CPU: 8.1% | RAM: 88.3% | Disk: 37970940416 | Net: (50939918, 269105734) | Procs: 215
[2025-07-03 17:08:20] Key: o | CPU: 10.7% | RAM: 88.3% | Disk: 37970940416 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:20] Key: e | CPU: 7.1% | RAM: 88.3% | Disk: 37971015168 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:20] Key: n | CPU: 5.9% | RAM: 88.3% | Disk: 37971015168 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:21] Key: k | CPU: 5.0% | RAM: 88.3% | Disk: 37971015168 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:21] Key: Z | CPU: 7.1% | RAM: 88.3% | Disk: 37971146240 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:21] Key: E | CPU: 6.5% | RAM: 88.3% | Disk: 37971315712 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:21] Key: 6 | CPU: 13.2% | RAM: 88.3% | Disk: 37971315712 | Net: (50939918, 269105734) | Procs: 216
[2025-07-03 17:08:22] Key: 5 | CPU: 7.8% | RAM: 88.3% | Disk: 37971315712 | Net: (50939918, 269105794) | Procs: 216
[2025-07-03 17:08:22] Key: D | CPU: 4.1% | RAM: 88.3% | Disk: 37971315712 | Net: (50939918, 269105848) | Procs: 216
[2025-07-03 17:08:22] Key: u | CPU: 5.5% | RAM: 88.3% | Disk: 37971423744 | Net: (50939918, 269105848) | Procs: 216
[2025-07-03 17:08:23] Key: i | CPU: 8.8% | RAM: 88.3% | Disk: 37971673600 | Net: (50939918, 269105848) | Procs: 216
[2025-07-03 17:08:23] Key: y | CPU: 5.9% | RAM: 88.3% | Disk: 37971673600 | Net: (50939918, 269105848) | Procs: 216
[2025-07-03 17:08:23] Key: 8 | CPU: 5.5% | RAM: 88.3% | Disk: 37972193792 | Net: (50939918, 269105910) | Procs: 216
[2025-07-03 17:08:24] Key: H | CPU: 6.0% | RAM: 88.3% | Disk: 37972193792 | Net: (50939918, 269105970) | Procs: 216
[2025-07-03 17:08:24] Key: w | CPU: 9.2% | RAM: 88.3% | Disk: 37972277760 | Net: (50939918, 269105970) | Procs: 216
[2025-07-03 17:08:24] Key: e | CPU: 24.3% | RAM: 88.4% | Disk: 37972277760 | Net: (50939918, 269106190) | Procs: 216
[2025-07-03 17:08:25] Key: 1 | CPU: 6.1% | RAM: 88.7% | Disk: 37972277760 | Net: (50939918, 269106190) | Procs: 216
[2025-07-03 17:08:25] Key: 3 | CPU: 5.5% | RAM: 88.9% | Disk: 37972277760 | Net: (50939918, 269106190) | Procs: 216
[2025-07-03 17:08:25] Key: 6 | CPU: 7.1% | RAM: 88.8% | Disk: 37972313600 | Net: (50939918, 269106190) | Procs: 216
[2025-07-03 17:08:26] Key: S | CPU: 6.5% | RAM: 88.8% | Disk: 37972313600 | Net: (50939918, 269106304) | Procs: 216
[2025-07-03 17:08:26] Key: f | CPU: 12.4% | RAM: 88.8% | Disk: 37972313600 | Net: (50939918, 269106366) | Procs: 216
[2025-07-03 17:08:26] Key: 8 | CPU: 5.6% | RAM: 88.8% | Disk: 37972313600 | Net: (50939918, 269106366) | Procs: 216
[2025-07-03 17:08:27] Key: e | CPU: 8.8% | RAM: 88.9% | Disk: 37972320768 | Net: (50944380, 269112716) | Procs: 217
[2025-07-03 17:08:27] Key: n | CPU: 13.1% | RAM: 88.8% | Disk: 37972460032 | Net: (50944633, 269114739) | Procs: 217
[2025-07-03 17:08:27] Key: Q | CPU: 10.8% | RAM: 88.9% | Disk: 37972554240 | Net: (50944688, 269114859) | Procs: 217
[2025-07-03 17:08:28] Key: w | CPU: 10.5% | RAM: 88.9% | Disk: 37972582912 | Net: (50944688, 269114919) | Procs: 217
[2025-07-03 17:08:28] Key: c | CPU: 9.0% | RAM: 88.9% | Disk: 37972636672 | Net: (50944688, 269114919) | Procs: 217
[2025-07-03 17:08:28] Key: O | CPU: 10.1% | RAM: 89.0% | Disk: 37972636672 | Net: (50944688, 269114919) | Procs: 217
[2025-07-03 17:08:29] Key: T | CPU: 9.0% | RAM: 88.9% | Disk: 37972636672 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:29] Key: B | CPU: 3.5% | RAM: 88.9% | Disk: 37972636672 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:29] Key: L | CPU: 12.8% | RAM: 89.0% | Disk: 37972648960 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:30] Key: w | CPU: 6.0% | RAM: 89.2% | Disk: 37972648960 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:30] Key: 5 | CPU: 11.9% | RAM: 89.2% | Disk: 37972648960 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:30] Key: D | CPU: 9.9% | RAM: 89.6% | Disk: 37972648960 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:31] Key: b | CPU: 17.0% | RAM: 89.7% | Disk: 37972735488 | Net: (50944688, 269114981) | Procs: 217
[2025-07-03 17:08:31] Key: k | CPU: 3.5% | RAM: 89.6% | Disk: 37972735488 | Net: (50944688, 269114981) | Procs: 216
[2025-07-03 17:08:31] Key: 7 | CPU: 5.8% | RAM: 89.7% | Disk: 37972735488 | Net: (50944688, 269114981) | Procs: 216
[2025-07-03 17:08:32] Key: f | CPU: 8.3% | RAM: 89.3% | Disk: 37972735488 | Net: (50944688, 269115043) | Procs: 217
[2025-07-03 17:08:32] Key: K | CPU: 12.3% | RAM: 89.3% | Disk: 37972752896 | Net: (50944688, 269115043) | Procs: 217
[2025-07-03 17:08:32] Key: m | CPU: 10.0% | RAM: 89.4% | Disk: 37972752896 | Net: (50944688, 269115043) | Procs: 217
[2025-07-03 17:08:33] Key: z | CPU: 12.1% | RAM: 89.3% | Disk: 37972752896 | Net: (50944688, 269115043) | Procs: 217
[2025-07-03 17:08:33] Key: v | CPU: 7.7% | RAM: 89.5% | Disk: 37972752896 | Net: (50944688, 269115043) | Procs: 217
[2025-07-03 17:08:33] Key: 1 | CPU: 6.5% | RAM: 89.5% | Disk: 37972752896 | Net: (50944688, 269115097) | Procs: 217
[2025-07-03 17:08:34] Key: c | CPU: 4.8% | RAM: 89.6% | Disk: 37972914176 | Net: (50944688, 269115213) | Procs: 217
[2025-07-03 17:08:34] Key: X | CPU: 7.2% | RAM: 89.5% | Disk: 37972914176 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:34] Key: 5 | CPU: 4.9% | RAM: 89.5% | Disk: 37972914176 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:35] Key: r | CPU: 7.1% | RAM: 89.0% | Disk: 37972914176 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:35] Key: n | CPU: 5.2% | RAM: 89.0% | Disk: 37972924416 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:35] Key: K | CPU: 4.3% | RAM: 89.0% | Disk: 37972924416 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:36] Key: v | CPU: 4.8% | RAM: 89.0% | Disk: 37972924416 | Net: (50944688, 269115327) | Procs: 217
[2025-07-03 17:08:36] Key: 1 | CPU: 3.6% | RAM: 89.0% | Disk: 37972924416 | Net: (50944688, 269115449) | Procs: 217
[2025-07-03 17:08:36] Key: 3 | CPU: 5.0% | RAM: 89.0% | Disk: 37972931072 | Net: (50944688, 269115449) | Procs: 217
[2025-07-03 17:08:37] Key: N | CPU: 5.0% | RAM: 89.0% | Disk: 37972931072 | Net: (50944688, 269115449) | Procs: 217
[2025-07-03 17:08:37] Key: U | CPU: 8.8% | RAM: 89.0% | Disk: 37972931072 | Net: (50944688, 269115585) | Procs: 217
[2025-07-03 17:08:37] Key: F | CPU: 7.2% | RAM: 88.9% | Disk: 37973058048 | Net: (50944688, 269115585) | Procs: 217
[2025-07-03 17:08:37] Key: A | CPU: 6.5% | RAM: 89.0% | Disk: 37973065216 | Net: (50944743, 269115651) | Procs: 217
[2025-07-03 17:08:38] Key: K | CPU: 6.1% | RAM: 89.0% | Disk: 37973065216 | Net: (50944743, 269115711) | Procs: 217
[2025-07-03 17:08:38] Key: b | CPU: 7.6% | RAM: 89.0% | Disk: 37973065216 | Net: (50945442, 269115887) | Procs: 217
[2025-07-03 17:08:38] Key: G | CPU: 4.3% | RAM: 88.9% | Disk: 37973065216 | Net: (50945442, 269116413) | Procs: 217
[2025-07-03 17:08:39] Key: 9 | CPU: 7.6% | RAM: 88.9% | Disk: 37973065216 | Net: (50945442, 269116413) | Procs: 217
[2025-07-03 17:08:39] Key: u | CPU: 6.2% | RAM: 88.9% | Disk: 37973068800 | Net: (50945442, 269116413) | Procs: 217
[2025-07-03 17:08:39] Key: A | CPU: 8.1% | RAM: 88.9% | Disk: 37973068800 | Net: (50945442, 269116413) | Procs: 217
[2025-07-03 17:08:40] Key: q | CPU: 5.6% | RAM: 88.9% | Disk: 37973150720 | Net: (50945442, 269116473) | Procs: 217
[2025-07-03 17:08:40] Key: 7 | CPU: 6.2% | RAM: 88.9% | Disk: 37973150720 | Net: (50945442, 269116473) | Procs: 217
[2025-07-03 17:08:40] Key: W | CPU: 10.6% | RAM: 88.9% | Disk: 37973154816 | Net: (50945442, 269116473) | Procs: 217
[2025-07-03 17:08:41] Key: q | CPU: 8.1% | RAM: 88.9% | Disk: 37973654528 | Net: (50945496, 269116473) | Procs: 217
[2025-07-03 17:08:41] Key: W | CPU: 40.9% | RAM: 88.9% | Disk: 37973654528 | Net: (50945496, 269116473) | Procs: 217
[2025-07-03 17:08:41] Key: q | CPU: 19.6% | RAM: 89.0% | Disk: 37973654528 | Net: (50945496, 269116473) | Procs: 220
[2025-07-03 17:08:42] Key: L | CPU: 14.9% | RAM: 89.0% | Disk: 37973675520 | Net: (50945496, 269116691) | Procs: 217
[2025-07-03 17:08:42] Key: p | CPU: 14.1% | RAM: 89.0% | Disk: 37973675520 | Net: (50945496, 269116823) | Procs: 217
[2025-07-03 17:08:42] Key: k | CPU: 13.7% | RAM: 89.0% | Disk: 37973679616 | Net: (50945550, 269116823) | Procs: 217
[2025-07-03 17:08:42] Key: 3 | CPU: 10.6% | RAM: 89.0% | Disk: 37973847552 | Net: (50945550, 269116823) | Procs: 217
[2025-07-03 17:08:43] Key: 0 | CPU: 6.2% | RAM: 89.0% | Disk: 37973847552 | Net: (50945592, 269116865) | Procs: 217
[2025-07-03 17:08:43] Key: r | CPU: 5.0% | RAM: 89.0% | Disk: 37973856768 | Net: (50945592, 269116865) | Procs: 217
[2025-07-03 17:08:43] Key: G | CPU: 5.1% | RAM: 87.6% | Disk: 37973856768 | Net: (50945592, 269116865) | Procs: 214
[2025-07-03 17:08:44] Key: S | CPU: 4.7% | RAM: 87.9% | Disk: 37973975552 | Net: (50945592, 269116973) | Procs: 217
[2025-07-03 17:08:44] Key: e | CPU: 5.6% | RAM: 88.4% | Disk: 37973975552 | Net: (50945592, 269116973) | Procs: 217
[2025-07-03 17:08:44] Key: s | CPU: 5.0% | RAM: 88.6% | Disk: 37974058496 | Net: (50945592, 269116973) | Procs: 217
[2025-07-03 17:08:45] Key: E | CPU: 4.3% | RAM: 88.8% | Disk: 37974058496 | Net: (50945592, 269116973) | Procs: 217
[2025-07-03 17:08:45] Key: E | CPU: 5.9% | RAM: 89.1% | Disk: 37974058496 | Net: (50945592, 269116973) | Procs: 217
[2025-07-03 17:08:45] Key: V | CPU: 5.6% | RAM: 89.1% | Disk: 37974058496 | Net: (50945646, 269116973) | Procs: 217
[2025-07-03 17:08:46] Key: c | CPU: 7.5% | RAM: 89.2% | Disk: 37974058496 | Net: (50945646, 269116973) | Procs: 217
[2025-07-03 17:08:46] Key: 9 | CPU: 8.8% | RAM: 89.0% | Disk: 37974072832 | Net: (50945646, 269117095) | Procs: 217
[2025-07-03 17:08:46] Key: U | CPU: 3.1% | RAM: 89.0% | Disk: 37974072832 | Net: (50945700, 269117157) | Procs: 217
[2025-07-03 17:08:47] Key: 2 | CPU: 5.0% | RAM: 89.0% | Disk: 37974072832 | Net: (50945700, 269117157) | Procs: 217
[2025-07-03 17:08:47] Key: n | CPU: 5.8% | RAM: 89.0% | Disk: 37974072832 | Net: (50945700, 269117157) | Procs: 217
[2025-07-03 17:08:47] Key: 1 | CPU: 6.7% | RAM: 89.0% | Disk: 37974222848 | Net: (50945700, 269117157) | Procs: 217
[2025-07-03 17:08:47] Key: k | CPU: 4.6% | RAM: 89.0% | Disk: 37974222848 | Net: (50945755, 269117223) | Procs: 217
[2025-07-03 17:08:48] Key: Z | CPU: 8.0% | RAM: 89.0% | Disk: 37974222848 | Net: (50945755, 269117223) | Procs: 217
[2025-07-03 17:08:48] Key: v | CPU: 4.4% | RAM: 89.0% | Disk: 37974222848 | Net: (50945755, 269117283) | Procs: 217
[2025-07-03 17:08:48] Key: Q | CPU: 6.9% | RAM: 89.0% | Disk: 37974225920 | Net: (50945755, 269117283) | Procs: 217
[2025-07-03 17:08:49] Key: 5 | CPU: 5.0% | RAM: 89.0% | Disk: 37974225920 | Net: (50945755, 269117345) | Procs: 217
[2025-07-03 17:08:49] Key: M | CPU: 6.2% | RAM: 89.0% | Disk: 37974225920 | Net: (50945755, 269117345) | Procs: 217
[2025-07-03 17:08:49] Key: v | CPU: 7.5% | RAM: 89.1% | Disk: 37974225920 | Net: (50945810, 269117399) | Procs: 217
[2025-07-03 17:08:50] Key: F | CPU: 4.4% | RAM: 89.1% | Disk: 37974225920 | Net: (50945810, 269117525) | Procs: 217
[2025-07-03 17:08:50] Key: B | CPU: 5.6% | RAM: 89.1% | Disk: 37975548416 | Net: (50945810, 269117525) | Procs: 217
[2025-07-03 17:08:50] Key: r | CPU: 9.4% | RAM: 89.1% | Disk: 37975548416 | Net: (50945810, 269117525) | Procs: 217
[2025-07-03 17:08:51] Key: J | CPU: 10.0% | RAM: 89.0% | Disk: 37975548416 | Net: (50945810, 269117579) | Procs: 217
[2025-07-03 17:08:51] Key: g | CPU: 10.6% | RAM: 89.0% | Disk: 37975548416 | Net: (50945810, 269117579) | Procs: 217
[2025-07-03 17:08:51] Key: x | CPU: 4.4% | RAM: 89.0% | Disk: 37975626240 | Net: (50945810, 269117579) | Procs: 217
[2025-07-03 17:08:51] Key: R | CPU: 3.1% | RAM: 89.1% | Disk: 37975626240 | Net: (50945810, 269117579) | Procs: 217
[2025-07-03 17:08:52] Key: p | CPU: 3.1% | RAM: 89.1% | Disk: 37975626240 | Net: (50945865, 269117705) | Procs: 217
[2025-07-03 17:08:52] Key: y | CPU: 5.6% | RAM: 89.1% | Disk: 37975630336 | Net: (50945865, 269117705) | Procs: 217
[2025-07-03 17:08:52] Key: H | CPU: 6.2% | RAM: 89.1% | Disk: 37975663616 | Net: (50945865, 269117759) | Procs: 217
[2025-07-03 17:08:53] Key: X | CPU: 8.6% | RAM: 90.2% | Disk: 37975663616 | Net: (50945865, 269117759) | Procs: 217
[2025-07-03 17:08:53] Key: B | CPU: 15.0% | RAM: 90.2% | Disk: 37975663616 | Net: (50945865, 269117759) | Procs: 217
[2025-07-03 17:08:53] Key: v | CPU: 10.5% | RAM: 90.2% | Disk: 37975745536 | Net: (50945865, 269117813) | Procs: 217
[2025-07-03 17:08:54] Key: c | CPU: 11.2% | RAM: 90.3% | Disk: 37975745536 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:54] Key: 5 | CPU: 10.0% | RAM: 90.3% | Disk: 37975758848 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:54] Key: F | CPU: 16.2% | RAM: 90.3% | Disk: 37975758848 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:55] Key: d | CPU: 5.7% | RAM: 90.4% | Disk: 37975758848 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:55] Key: 4 | CPU: 7.5% | RAM: 90.6% | Disk: 37975758848 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:55] Key: H | CPU: 8.8% | RAM: 90.6% | Disk: 37975805440 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:56] Key: 9 | CPU: 12.4% | RAM: 90.7% | Disk: 37975805440 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:56] Key: Q | CPU: 8.8% | RAM: 90.7% | Disk: 37975805440 | Net: (50945865, 269117875) | Procs: 217
[2025-07-03 17:08:56] Key: a | CPU: 6.8% | RAM: 90.7% | Disk: 37975805440 | Net: (50945865, 269117999) | Procs: 217
[2025-07-03 17:08:57] Key: B | CPU: 4.5% | RAM: 90.8% | Disk: 37975817216 | Net: (50945865, 269117999) | Procs: 217
[2025-07-03 17:08:57] Key: 4 | CPU: 10.6% | RAM: 90.8% | Disk: 37975817216 | Net: (50945865, 269117999) | Procs: 217
[2025-07-03 17:08:57] Key: k | CPU: 5.8% | RAM: 90.7% | Disk: 37975919616 | Net: (50945865, 269117999) | Procs: 216
[2025-07-03 17:08:57] Key: L | CPU: 12.0% | RAM: 90.9% | Disk: 37976095744 | Net: (50945920, 269118065) | Procs: 218
[2025-07-03 17:08:58] Key: 5 | CPU: 32.5% | RAM: 92.6% | Disk: 37976349696 | Net: (50946738, 269118910) | Procs: 219
[2025-07-03 17:08:58] Key: i | CPU: 22.8% | RAM: 92.7% | Disk: 37976483328 | Net: (50955478, 269125103) | Procs: 219
[2025-07-03 17:08:58] Key: d | CPU: 28.7% | RAM: 92.8% | Disk: 37976569344 | Net: (50955671, 269126392) | Procs: 219
[2025-07-03 17:08:59] Key: c | CPU: 34.0% | RAM: 93.8% | Disk: 37976569344 | Net: (50955671, 269126392) | Procs: 219
[2025-07-03 17:08:59] Key: u | CPU: 26.6% | RAM: 92.9% | Disk: 37976569344 | Net: (50963431, 269135415) | Procs: 219
[2025-07-03 17:08:59] Key: L | CPU: 14.6% | RAM: 92.9% | Disk: 37976670720 | Net: (50966988, 269139848) | Procs: 219
[2025-07-03 17:09:00] Key: S | CPU: 20.8% | RAM: 92.9% | Disk: 37976670720 | Net: (50967042, 269140460) | Procs: 219
[2025-07-03 17:09:00] Key: 0 | CPU: 11.2% | RAM: 92.9% | Disk: 37976670720 | Net: (50967042, 269140574) | Procs: 219
[2025-07-03 17:09:00] Key: V | CPU: 6.2% | RAM: 92.9% | Disk: 37976670720 | Net: (50967042, 269140628) | Procs: 219
[2025-07-03 17:09:01] Key: q | CPU: 23.9% | RAM: 92.8% | Disk: 37976720384 | Net: (50967042, 269140628) | Procs: 219
[2025-07-03 17:09:01] Key: 2 | CPU: 11.9% | RAM: 92.5% | Disk: 37987165184 | Net: (50967042, 269140628) | Procs: 219
[2025-07-03 17:09:01] Key: M | CPU: 6.9% | RAM: 92.3% | Disk: 37987165184 | Net: (50967042, 269140628) | Procs: 219
[2025-07-03 17:09:02] Key: 6 | CPU: 13.4% | RAM: 92.5% | Disk: 37987165184 | Net: (50967042, 269140628) | Procs: 219
[2025-07-03 17:09:02] Key: a | CPU: 7.5% | RAM: 92.2% | Disk: 37987165184 | Net: (50967042, 269140688) | Procs: 218
[2025-07-03 17:09:02] Key: j | CPU: 8.3% | RAM: 92.2% | Disk: 37987950592 | Net: (50967042, 269140688) | Procs: 218
[2025-07-03 17:09:02] Key: E | CPU: 15.1% | RAM: 92.5% | Disk: 37987975168 | Net: (50967042, 269140688) | Procs: 218
[2025-07-03 17:09:03] Key: v | CPU: 14.8% | RAM: 95.3% | Disk: 37987975168 | Net: (50967042, 269140688) | Procs: 219
[2025-07-03 17:09:03] Key: o | CPU: 0.6% | RAM: 95.1% | Disk: 37987975168 | Net: (50967042, 269140688) | Procs: 219
[2025-07-03 17:09:03] Key: P | CPU: 2.5% | RAM: 95.0% | Disk: 37987975168 | Net: (50967042, 269140688) | Procs: 219
[2025-07-03 17:09:05] Key: H | CPU: 10.3% | RAM: 90.9% | Disk: 38026831360 | Net: (50967342, 269141207) | Procs: 219
[2025-07-03 17:09:06] Key: 5 | CPU: 24.7% | RAM: 90.4% | Disk: 38026950144 | Net: (50967342, 269141207) | Procs: 219
[2025-07-03 17:09:06] Key: Z | CPU: 14.8% | RAM: 91.7% | Disk: 38026950144 | Net: (50967342, 269141269) | Procs: 219
[2025-07-03 17:09:06] Key: b | CPU: 31.5% | RAM: 90.0% | Disk: 38027195904 | Net: (50967342, 269141331) | Procs: 219
[2025-07-03 17:09:07] Key: 1 | CPU: 11.9% | RAM: 89.8% | Disk: 38029502976 | Net: (50967342, 269141385) | Procs: 220
[2025-07-03 17:09:07] Key: p | CPU: 11.2% | RAM: 89.6% | Disk: 38029502976 | Net: (50967342, 269141385) | Procs: 220
[2025-07-03 17:09:07] Key: u | CPU: 16.6% | RAM: 89.8% | Disk: 38035053056 | Net: (50967342, 269141385) | Procs: 220
[2025-07-03 17:09:08] Key: X | CPU: 12.9% | RAM: 87.3% | Disk: 38255409664 | Net: (50967397, 269141451) | Procs: 220
[2025-07-03 17:09:08] Key: Z | CPU: 12.4% | RAM: 87.3% | Disk: 38255569408 | Net: (50967397, 269141451) | Procs: 220
[2025-07-03 17:09:08] Key: U | CPU: 10.4% | RAM: 87.3% | Disk: 38255569408 | Net: (50967397, 269141451) | Procs: 220
[2025-07-03 17:09:09] Key: J | CPU: 6.9% | RAM: 87.4% | Disk: 38257666560 | Net: (50970749, 269142550) | Procs: 220
[2025-07-03 17:09:09] Key: Y | CPU: 15.1% | RAM: 87.4% | Disk: 38257691648 | Net: (50985177, 269178906) | Procs: 220
